osm_id,road_name,road_type,ref,maxspeed,road_health_score,road_condition,potholes_count,accident_count,accident_severity,complaints_count,complaint_type,traffic_density,vehicle_count,allocated_budget_usd,spent_budget_usd,maintenance_type,contractor_name,contractor_rating,weather_condition
449000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,36,Poor,15,9,Low,12,Cracks,Low,7384,211959,291761,Resurfacing,Bhutan Infra,3.2,Cloudy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,80,Good,9,8,Medium,17,Pothole,Low,7199,316707,285818,Pothole Repair,SafeHighway,2.9,Rainy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,70,Average,17,15,Medium,2,Waterlogging,High,5953,195765,206663,Pothole Repair,UrbanTrack,3,Rainy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,58,Average,0,0,Medium,23,Broken Divider,Low,6643,335283,101790,Divider Repair,Bhutan Infra,3,Foggy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,61,Average,16,3,High,2,Broken Divider,Medium,2530,263118,335849,Resurfacing,SafeHighway,3.9,Cloudy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,74,Good,18,7,High,17,Broken Divider,Medium,2127,74568,215524,Divider Repair,SafeHighway,3.6,Foggy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,91,Good,1,9,Low,2,Broken Divider,Low,8703,226123,367820,Divider Repair,RoadCare,3.2,Rainy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,39,Poor,9,1,Medium,16,Waterlogging,Low,5365,165902,80387,Resurfacing,Bhutan Infra,3.3,Rainy
462000000,Gathriya Zam,secondary,SNH7,0,49,Average,12,12,Medium,9,Cracks,Low,1723,351071,377475,Pothole Repair,Bhutan Infra,2.8,Cloudy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,52,Average,13,2,Medium,1,Pothole,High,8403,322243,385512,Divider Repair,SafeHighway,4.8,Foggy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,75,Good,18,15,Low,0,Cracks,Medium,4813,167924,69229,Pothole Repair,SafeHighway,3.3,Cloudy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,66,Average,2,5,Medium,4,Cracks,High,3405,459784,219169,Divider Repair,Bhutan Infra,4.2,Foggy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,42,Average,19,8,Low,7,Cracks,Medium,5727,51427,234131,Divider Repair,Bhutan Infra,4.2,Sunny
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,70,Average,8,8,Medium,9,Cracks,Low,4898,213541,137222,Divider Repair,UrbanTrack,4.8,Foggy
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,49,Average,16,4,High,13,Cracks,High,3282,430929,217119,Divider Repair,UrbanTrack,2.8,Sunny
462000000,Sipsu - Samtse Highway,secondary,SNH7,0,79,Good,8,12,High,7,Cracks,Medium,1472,188940,339282,Resurfacing,RoadCare,3.5,Rainy
464000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,35,Poor,4,4,Low,9,Pothole,Medium,6045,256886,15323,Pothole Repair,RoadCare,3.4,Rainy
464000000,Samdrup Jongkhar - Trashigang Highway,primary,PNH 3,0,94,Good,8,12,High,24,Pothole,Medium,1350,368475,321612,Pothole Repair,RoadCare,2.7,Foggy
465000000,Mongar Lhuntse Highway,secondary,SNH3,0,45,Average,8,15,Medium,10,Pothole,High,6252,162561,142400,Resurfacing,RoadCare,4.3,Cloudy
465000000,Tangmachu Bridge,secondary,SNH3,0,38,Poor,13,14,Medium,12,Waterlogging,Low,8381,499392,219620,Pothole Repair,UrbanTrack,3.4,Cloudy
472000000,Sarpang - Wangdue Highway,primary,PNH 5,0,23,Poor,19,9,Low,22,Cracks,Low,5936,329322,253839,Divider Repair,UrbanTrack,4.5,Cloudy
472000000,Sarpang - Wangdue Highway,primary,PNH 5,0,72,Good,18,14,Medium,9,Broken Divider,Low,9871,358725,31149,Divider Repair,RoadCare,3.5,Sunny
472000000,Sarpang - Wangdue Highway,primary,PNH 5,0,57,Average,11,5,Medium,19,Cracks,High,2672,415656,14573,Pothole Repair,UrbanTrack,2.6,Sunny
472000000,Sarpang - Wangdue Highway,primary,PNH 5,0,39,Poor,9,9,Medium,13,Broken Divider,High,3347,363946,298469,Resurfacing,RoadCare,3.7,Cloudy
472000000,Sarpang - Wangdue Highway,primary,PNH 5,0,72,Good,10,10,Medium,18,Broken Divider,High,7126,241006,57363,Divider Repair,Bhutan Infra,4,Foggy
495000000,Gelephu - Trongsa Highway,primary,PNH 4,0,24,Poor,16,12,High,3,Cracks,Low,7526,75459,151516,Pothole Repair,RoadCare,3.7,Cloudy
495000000,Bumthang-Mongar Highway,secondary,PNH 1,40,36,Poor,20,9,Medium,18,Pothole,Low,3852,259484,16143,Resurfacing,RoadCare,4.4,Rainy
496000000,Tingtibi - Panbang Highway,primary,PNH10,0,44,Average,0,2,High,7,Pothole,High,9865,245926,209839,Divider Repair,Bhutan Infra,3,Cloudy
498000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,92,Good,14,13,Low,7,Broken Divider,Low,4083,383478,121000,Resurfacing,Bhutan Infra,4.9,Sunny
500000000,Sarpang - Wangdue Highway,primary,PNH 5,0,26,Poor,3,3,Medium,25,Broken Divider,High,2168,437133,194725,Pothole Repair,UrbanTrack,3.5,Foggy
500000000,Sarpang - Wangdue Highway,primary,PNH 5,0,29,Poor,20,12,Low,10,Waterlogging,Medium,2127,375674,97484,Pothole Repair,Bhutan Infra,3.9,Sunny
511000000,Trongsa-Bumthang Highway,primary,PNH 1,40,55,Average,12,8,High,15,Cracks,Medium,445,149095,242893,Resurfacing,SafeHighway,4.3,Cloudy
525000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,54,Average,10,1,High,14,Waterlogging,High,1654,230658,60451,Pothole Repair,Bhutan Infra,3.7,Foggy
526000000,Gelephu - Trongsa Highway,primary,PNH 4,20,87,Good,17,6,Low,3,Cracks,High,7335,138630,204846,Resurfacing,UrbanTrack,4.5,Rainy
539000000,Gelephu - Trongsa Highway,primary,PNH 4,0,56,Average,17,5,Low,15,Broken Divider,Medium,6677,263151,196348,Divider Repair,UrbanTrack,3.6,Sunny
590000000,Damchu-Chukha Bypass,primary,AH-48,0,27,Poor,20,4,Low,2,Pothole,Low,6187,198438,340692,Resurfacing,UrbanTrack,3.5,Cloudy
590000000,Damchu-Chukha Bypass,primary,AH-48,0,56,Average,18,1,Medium,5,Broken Divider,High,9250,139512,77663,Resurfacing,RoadCare,4.4,Cloudy
605000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,32,Poor,7,0,Medium,7,Waterlogging,Low,7378,116359,383329,Resurfacing,RoadCare,4.9,Rainy
608000000,Sipsu - Samtse Highway,secondary,SNH7,0,68,Average,12,4,Low,22,Waterlogging,High,1908,226118,191150,Divider Repair,UrbanTrack,2.9,Sunny
608000000,Sipsu - Samtse Highway,secondary,SNH7,0,27,Poor,14,0,High,24,Cracks,High,5362,57883,146969,Pothole Repair,UrbanTrack,3.6,Cloudy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,66,Average,4,13,Low,9,Broken Divider,Medium,8484,461190,319696,Divider Repair,Bhutan Infra,4.6,Foggy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,39,Poor,14,8,High,23,Pothole,Low,8799,485973,84632,Resurfacing,SafeHighway,3.5,Foggy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,61,Average,18,6,High,18,Cracks,Medium,9113,346974,34044,Pothole Repair,RoadCare,2.9,Rainy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,34,Poor,12,1,Low,0,Broken Divider,Low,1224,130261,244612,Resurfacing,UrbanTrack,3.6,Cloudy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,65,Average,2,6,Low,18,Broken Divider,High,5346,391761,90287,Pothole Repair,RoadCare,4.6,Foggy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,88,Good,18,6,Medium,9,Waterlogging,Low,9442,193473,201165,Pothole Repair,RoadCare,3.4,Sunny
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,84,Good,16,6,Low,8,Broken Divider,Medium,2589,53160,45643,Divider Repair,SafeHighway,4.7,Cloudy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,60,Average,0,11,High,18,Cracks,High,2098,444016,244773,Pothole Repair,UrbanTrack,4.5,Cloudy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,23,Poor,13,12,High,5,Broken Divider,Low,3509,264934,47401,Pothole Repair,Bhutan Infra,3.1,Cloudy
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,54,Average,0,10,Low,8,Waterlogging,High,309,213868,371092,Resurfacing,RoadCare,4.1,Sunny
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,67,Average,11,14,High,5,Broken Divider,Low,9202,307903,289615,Divider Repair,UrbanTrack,2.9,Sunny
615000000,Sipsu - Samtse Highway,secondary,SNH7,0,39,Poor,12,0,Low,13,Waterlogging,High,7999,143351,34964,Divider Repair,RoadCare,4.4,Foggy
615000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,27,Poor,6,11,Low,19,Broken Divider,Low,5281,278330,242352,Resurfacing,Bhutan Infra,2.7,Sunny
615000000,Sarpang - Wangdue Highway,primary,PNH 5,0,85,Good,11,8,Low,17,Broken Divider,Low,4395,298948,359097,Resurfacing,Bhutan Infra,4.7,Foggy
615000000,Sarpang - Wangdue Highway,primary,PNH 5,0,29,Poor,18,5,Low,13,Broken Divider,Low,5702,76201,370905,Resurfacing,SafeHighway,3.6,Foggy
615000000,Sarpang - Wangdue Highway,primary,PNH 5,0,21,Poor,13,9,Low,21,Pothole,Medium,7963,344408,118338,Resurfacing,Bhutan Infra,4.1,Foggy
615000000,Sarpang - Wangdue Highway,primary,PNH 5,0,26,Poor,14,6,High,23,Waterlogging,High,4979,94037,242438,Divider Repair,RoadCare,4.5,Cloudy
615000000,Chunzom - Paro Highway,tertiary,PNH 6,0,79,Good,1,8,Low,7,Broken Divider,Medium,4870,325060,188493,Pothole Repair,SafeHighway,2.7,Sunny
615000000,Chunzom - Paro Highway,primary,PNH 6,0,43,Average,7,8,High,10,Pothole,Medium,4743,329044,193982,Resurfacing,Bhutan Infra,2.6,Sunny
615000000,Chunzom - Paro Highway,primary,PNH 6,0,84,Good,16,3,Low,15,Pothole,Medium,6658,493969,375927,Pothole Repair,UrbanTrack,2.8,Foggy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,93,Good,18,2,Medium,15,Waterlogging,Low,1590,102127,29883,Resurfacing,UrbanTrack,3.2,Rainy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,57,Average,5,9,High,22,Waterlogging,High,4733,203735,327201,Resurfacing,RoadCare,4,Rainy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,31,Poor,20,2,Low,0,Waterlogging,High,9033,101043,282200,Resurfacing,UrbanTrack,4.2,Cloudy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,58,Average,3,1,Low,16,Waterlogging,High,3935,476530,351538,Divider Repair,UrbanTrack,3.6,Foggy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,66,Average,5,8,Medium,7,Pothole,High,659,438715,211092,Pothole Repair,UrbanTrack,4.2,Rainy
615000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,69,Average,15,11,High,20,Pothole,Low,7603,101094,60037,Divider Repair,UrbanTrack,3.9,Foggy
615000000,amochu,primary,AH-48,0,54,Average,4,3,High,7,Pothole,High,5135,429726,26544,Resurfacing,Bhutan Infra,3.7,Cloudy
616000000,Mongar Lhuntse Highway,secondary,SNH3,0,55,Average,13,4,Medium,13,Waterlogging,Low,7395,414093,204462,Divider Repair,SafeHighway,3.3,Sunny
619000000,N Samdhen Zhung Lam,primary,PNH 4,0,83,Good,7,9,Medium,22,Waterlogging,High,9007,445744,311794,Pothole Repair,Bhutan Infra,4.9,Rainy
620000000,Tingtibi - Panbang Highway,primary,PNH10,0,71,Good,5,15,Low,2,Waterlogging,Low,6784,393704,77916,Pothole Repair,RoadCare,4.9,Sunny
621000000,Tingtibi - Panbang Highway,primary,PNH10,0,72,Good,19,0,High,13,Cracks,Low,7534,158005,320648,Pothole Repair,RoadCare,4.4,Foggy
621000000,Tingtibi - Panbang Highway,primary,PNH10,0,89,Good,17,2,High,16,Waterlogging,Low,3266,79824,97990,Resurfacing,SafeHighway,4.1,Sunny
621000000,Tingtibi - Panbang Highway,primary,PNH10,0,28,Poor,4,10,Low,20,Waterlogging,High,4638,202428,205336,Pothole Repair,UrbanTrack,4.8,Sunny
621000000,Tingtibi - Panbang Highway,primary,PNH10,0,93,Good,0,7,Medium,23,Broken Divider,Medium,3352,261955,245099,Resurfacing,UrbanTrack,3.2,Rainy
622000000,Tingtibi - Panbang Highway,primary,PNH10,0,21,Poor,14,6,Medium,22,Pothole,Medium,924,238333,156655,Resurfacing,SafeHighway,4.3,Cloudy
622000000,Tingtibi - Panbang Highway,primary,PNH10,0,73,Good,17,6,Low,1,Cracks,Medium,9192,206128,86406,Pothole Repair,RoadCare,4.9,Foggy
622000000,Sangsari,primary,PNH10,0,81,Good,16,2,Medium,5,Pothole,Low,2771,266849,208408,Pothole Repair,RoadCare,2.6,Cloudy
622000000,Tingtibi - Panbang Highway,primary,PNH10,0,24,Poor,12,11,High,11,Broken Divider,High,3208,206759,15944,Divider Repair,UrbanTrack,4.7,Sunny
622000000,Rendibi Bridge,primary,PNH10,0,67,Average,20,2,Low,17,Pothole,Medium,5940,148201,390514,Divider Repair,SafeHighway,3.6,Sunny
622000000,Gelephu - Trongsa Highway,primary,PNH 4,0,95,Good,6,6,Low,22,Cracks,Low,2765,186714,180490,Divider Repair,Bhutan Infra,3.2,Rainy
623000000,Gelephu - Trongsa Highway,primary,PNH 4,0,32,Poor,5,7,High,8,Pothole,Low,2139,284839,272332,Divider Repair,RoadCare,4.7,Rainy
623000000,Gelephu - Trongsa Highway,primary,PNH 4,0,68,Average,3,4,High,5,Cracks,Medium,4874,331953,190527,Resurfacing,RoadCare,2.6,Rainy
623000000,Gelephu - Trongsa Highway,primary,PNH 4,0,36,Poor,5,6,High,6,Waterlogging,Low,9414,266190,80464,Divider Repair,RoadCare,3.2,Cloudy
623000000,Gelephu - Trongsa Highway,primary,PNH 4,0,44,Average,7,2,High,12,Waterlogging,Medium,7926,156742,167004,Divider Repair,RoadCare,4.3,Sunny
624000000,Gelephu - Trongsa Highway,primary,PNH 4,0,22,Poor,3,1,High,10,Cracks,High,1501,278575,279002,Resurfacing,Bhutan Infra,3,Cloudy
626000000,Sarpang - Wangdue Highway,primary,PNH 5,0,82,Good,11,8,High,1,Broken Divider,High,7928,275884,23770,Resurfacing,RoadCare,3,Sunny
626000000,Sarpang - Wangdue Highway,primary,PNH 5,0,38,Poor,16,14,Low,10,Broken Divider,High,7812,304604,73088,Divider Repair,UrbanTrack,3.8,Rainy
626000000,Sarpang - Wangdue Highway,primary,PNH 5,0,91,Good,8,4,Low,8,Cracks,Low,622,371437,391338,Pothole Repair,UrbanTrack,2.7,Sunny
631000000,Sarpang - Wangdue Highway,primary,PNH 5,0,50,Average,1,2,Medium,8,Waterlogging,High,7793,397890,39110,Resurfacing,Bhutan Infra,5,Foggy
631000000,Sarpang - Wangdue Highway,primary,PNH 5,0,37,Poor,20,9,High,19,Broken Divider,Low,7802,62759,189503,Divider Repair,UrbanTrack,2.7,Rainy
639000000,Damchu-Chukha Bypass,primary,AH-48,0,39,Poor,3,9,Medium,10,Cracks,Medium,7073,325340,191629,Divider Repair,Bhutan Infra,2.9,Sunny
639000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,38,Poor,6,3,Low,4,Cracks,High,7502,387806,96781,Divider Repair,UrbanTrack,5,Sunny
641000000,Gelephu - Trongsa Highway,primary,PNH 4,0,25,Poor,5,1,Low,10,Waterlogging,Medium,8683,374424,393323,Pothole Repair,UrbanTrack,2.8,Rainy
641000000,Gelephu - Trongsa Highway,primary,PNH 4,0,94,Good,16,11,Medium,11,Broken Divider,High,216,434477,112945,Pothole Repair,Bhutan Infra,3,Sunny
665000000,Khamtoe Lam SE,primary,PNH 1,0,29,Poor,0,11,Medium,25,Cracks,Low,9763,446263,82699,Resurfacing,UrbanTrack,4.1,Cloudy
666000000,Punakha - Gasa,secondary,SNH5,0,49,Average,3,3,Medium,18,Pothole,Medium,5234,442637,218528,Divider Repair,RoadCare,3.6,Rainy
666000000,Sarpang - Wangdue Highway,primary,PNH 5,0,31,Poor,19,5,Medium,16,Pothole,High,1735,161982,339054,Resurfacing,Bhutan Infra,4.5,Sunny
666000000,Sarpang - Wangdue Highway,primary,PNH 5,0,74,Good,17,4,Low,18,Pothole,Low,4720,60505,105582,Divider Repair,UrbanTrack,4,Rainy
666000000,Tingtibi - Panbang Highway,primary,PNH10,0,34,Poor,8,10,Low,8,Waterlogging,Medium,5678,415035,366996,Divider Repair,SafeHighway,4.2,Cloudy
666000000,Gelephu - Trongsa Highway,primary,PNH 4,0,82,Good,4,8,Medium,21,Cracks,Medium,3221,183355,179345,Divider Repair,SafeHighway,4.2,Cloudy
666000000,Gelephu - Trongsa Highway,primary,PNH 4,0,68,Average,18,6,High,9,Pothole,High,9296,444546,70535,Resurfacing,SafeHighway,4.6,Cloudy
666000000,Gelephu - Trongsa Highway,primary,PNH 4,0,24,Poor,16,5,High,16,Broken Divider,Low,832,170480,224426,Resurfacing,SafeHighway,4.6,Foggy
667000000,Wangdi-Trongsa Highway,primary,PNH 1,0,36,Poor,0,2,High,15,Pothole,Medium,9790,360452,161159,Pothole Repair,UrbanTrack,2.7,Foggy
667000000,Wangdi-Trongsa Highway,primary,PNH 1,0,82,Good,8,11,Low,7,Broken Divider,Medium,6172,181677,324007,Pothole Repair,UrbanTrack,2.8,Rainy
668000000,Bondey - Haa Highway,primary,SNH6,0,82,Good,19,11,High,23,Waterlogging,Medium,9950,456952,67904,Resurfacing,RoadCare,4.8,Rainy
668000000,Bondey - Haa Highway,primary,SNH6,0,88,Good,20,0,Low,4,Cracks,Low,4493,301768,307203,Resurfacing,Bhutan Infra,3.9,Rainy
669000000,Bondey - Haa Highway,primary,SNH6,0,69,Average,5,4,High,19,Waterlogging,High,5887,338539,364640,Resurfacing,Bhutan Infra,4.1,Cloudy
669000000,Gelephu - Trongsa Highway,primary,PNH 4,0,79,Good,20,10,Low,24,Waterlogging,Medium,6956,365807,356609,Divider Repair,Bhutan Infra,2.6,Rainy
685000000,Wangchhu Lam SE,trunk,AH-48,50,27,Poor,19,2,High,11,Cracks,Medium,9413,372576,300283,Pothole Repair,UrbanTrack,3.4,Sunny
692000000,Gelephu - Trongsa Highway,primary,PNH 4,0,66,Average,10,1,High,13,Pothole,Medium,2251,209932,216628,Divider Repair,RoadCare,4.7,Sunny
693000000,Semtokha Lam,primary,PNH 1,0,25,Poor,6,3,High,23,Broken Divider,Low,2513,62824,295063,Resurfacing,SafeHighway,4,Cloudy
693000000,Tingchhu Lam,primary,PNH 1,0,72,Good,6,4,Low,17,Waterlogging,High,2004,343441,355764,Pothole Repair,SafeHighway,3.1,Rainy
693000000,Khamtoe Lam SE,primary,PNH 1,0,37,Poor,14,6,High,12,Waterlogging,Low,173,126595,388259,Pothole Repair,UrbanTrack,4,Cloudy
693000000,Tingchhu Lam,primary,PNH 1,0,94,Good,8,8,Medium,4,Waterlogging,Medium,2822,207860,324774,Pothole Repair,SafeHighway,4.8,Sunny
693000000,Tingchhu Lam,primary,PNH 1,0,52,Average,9,5,Low,19,Waterlogging,Low,8773,173508,159768,Divider Repair,Bhutan Infra,3.5,Rainy
693000000,Khamtoe Lam SE,primary,PNH 1,0,39,Poor,11,13,High,4,Waterlogging,High,3368,139637,341648,Resurfacing,Bhutan Infra,3.2,Sunny
693000000,Sipsu - Samtse Highway,secondary,SNH7,0,81,Good,12,14,Low,25,Cracks,Low,9550,444820,20388,Resurfacing,SafeHighway,3.6,Rainy
697000000,Gelephu - Trongsa Highway,primary,PNH 4,0,37,Poor,12,2,Medium,3,Waterlogging,Low,9865,86104,278287,Divider Repair,RoadCare,5,Foggy
697000000,Gelephu - Trongsa Highway,primary,PNH 4,0,46,Average,15,0,High,23,Waterlogging,Medium,7831,409679,327192,Resurfacing,Bhutan Infra,3.7,Cloudy
697000000,Gelephu - Trongsa Highway,primary,PNH 4,0,57,Average,11,10,Medium,24,Cracks,Medium,1516,208058,64493,Divider Repair,UrbanTrack,4.7,Cloudy
697000000,Gelephu - Trongsa Highway,primary,PNH 4,0,51,Average,19,12,High,2,Waterlogging,Medium,6229,178439,201291,Divider Repair,RoadCare,4.3,Cloudy
699000000,Chazam - Trashiyangtse Highway,primary,PNH12,0,37,Poor,3,2,Low,20,Waterlogging,Medium,8527,450153,91190,Resurfacing,SafeHighway,4.2,Sunny
699000000,Mongar Lhuntse Highway,secondary,SNH3,0,45,Average,4,3,Medium,21,Pothole,Medium,9383,425080,368357,Resurfacing,SafeHighway,3.4,Rainy
699000000,Mongar Lhuntse Highway,secondary,SNH3,0,24,Poor,20,11,Medium,21,Waterlogging,Low,2686,485278,319303,Divider Repair,RoadCare,3.8,Cloudy
699000000,Mongar Lhuntse Highway,secondary,SNH3,0,88,Good,7,10,Low,8,Pothole,Low,9693,108733,10827,Pothole Repair,Bhutan Infra,3.4,Foggy
699000000,Mongar Lhuntse Highway,secondary,SNH3,0,20,Poor,4,7,Low,6,Cracks,High,5244,265555,368948,Divider Repair,SafeHighway,3,Cloudy
699000000,Gelephu - Trongsa Highway,primary,PNH 4,0,57,Average,12,13,Low,25,Broken Divider,High,966,56944,311822,Divider Repair,UrbanTrack,3.3,Sunny
699000000,Gelephu - Trongsa Highway,primary,PNH 4,0,38,Poor,6,12,High,9,Waterlogging,High,8995,465685,118988,Resurfacing,SafeHighway,4.5,Cloudy
784000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,30,Poor,8,2,Medium,11,Waterlogging,Medium,5251,315365,244912,Resurfacing,SafeHighway,4.6,Foggy
784000000,Thimphu to Phuentsholing Highway,trunk,AH-48,0,46,Average,7,2,High,25,Pothole,Medium,5558,62619,72657,Resurfacing,Bhutan Infra,2.8,Sunny
804000000,S Doebum Lam,trunk,AH-48,50,41,Average,5,4,Low,1,Cracks,High,1511,403831,15549,Resurfacing,RoadCare,4.3,Rainy
804000000,S Doebum Lam,trunk,AH-48,50,52,Average,16,3,High,7,Pothole,Low,3461,170619,54192,Resurfacing,RoadCare,4.6,Foggy
804000000,S Doebum Lam,trunk,AH-48,0,84,Good,20,9,Medium,24,Cracks,Medium,7498,82548,88170,Divider Repair,Bhutan Infra,3.9,Sunny
854000000,Chuzom-Haa Highway,primary,PNH 7,0,48,Average,17,9,High,18,Waterlogging,Low,3776,206154,159368,Pothole Repair,Bhutan Infra,2.9,Rainy
854000000,Chuzom-Haa Highway,primary,PNH 7,0,65,Average,14,1,Medium,10,Cracks,Low,1418,289132,104364,Resurfacing,UrbanTrack,4.8,Sunny
854000000,Chuzom-Haa Highway,primary,PNH 7,0,55,Average,2,15,Medium,10,Waterlogging,High,8539,77391,306611,Resurfacing,SafeHighway,3.6,Sunny
854000000,Chuzom-Haa Highway,primary,PNH 7,0,46,Average,20,13,Low,2,Waterlogging,Medium,5553,96099,380646,Resurfacing,Bhutan Infra,4.5,Sunny
854000000,Chuzom-Haa Highway,primary,PNH 7,0,43,Average,19,10,Medium,21,Broken Divider,High,5133,405735,120103,Divider Repair,UrbanTrack,3.4,Rainy
854000000,Chuzom-Haa Highway,primary,PNH 7,0,85,Good,10,2,Low,25,Broken Divider,Medium,9040,386221,26722,Divider Repair,SafeHighway,4.3,Cloudy
855000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,26,Poor,10,12,Low,4,Waterlogging,High,8343,229099,360264,Resurfacing,Bhutan Infra,3.2,Sunny
855000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,34,Poor,5,4,Low,5,Broken Divider,Low,5705,279241,138870,Resurfacing,SafeHighway,4.1,Foggy
855000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,38,Poor,6,9,High,16,Broken Divider,High,1633,337863,172064,Resurfacing,RoadCare,4.3,Sunny
855000000,Thimphu to Phuentsholing Highway,primary,AH-48,0,68,Average,12,1,Medium,5,Waterlogging,Medium,8148,102086,152373,Pothole Repair,RoadCare,4.5,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,87,Good,1,15,Low,1,Pothole,High,6371,319536,285374,Divider Repair,UrbanTrack,3.3,Rainy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,63,Average,16,1,Low,13,Broken Divider,Low,7252,255488,39404,Divider Repair,Bhutan Infra,4.5,Foggy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,45,Average,10,7,Medium,3,Broken Divider,Low,5373,111841,143833,Resurfacing,RoadCare,4.1,Sunny
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,33,Poor,19,9,Low,22,Waterlogging,High,6427,234852,316151,Pothole Repair,SafeHighway,4.5,Foggy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,89,Good,18,12,Low,2,Pothole,Low,8491,430703,321783,Resurfacing,SafeHighway,3.5,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,54,Average,20,7,Medium,25,Pothole,Medium,3693,51538,239370,Resurfacing,SafeHighway,4.8,Sunny
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,69,Average,12,15,Medium,16,Waterlogging,High,3271,352658,91800,Pothole Repair,SafeHighway,3.2,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,33,Poor,6,3,Medium,2,Broken Divider,High,583,209712,97323,Resurfacing,RoadCare,3.1,Rainy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,64,Average,0,6,Low,17,Pothole,Medium,9752,61376,106167,Divider Repair,UrbanTrack,3.2,Rainy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,93,Good,15,7,Low,3,Broken Divider,Low,7075,283088,111917,Resurfacing,UrbanTrack,3.6,Foggy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,84,Good,12,4,Low,21,Waterlogging,High,2089,232811,27748,Pothole Repair,Bhutan Infra,3.8,Foggy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,59,Average,12,6,Medium,16,Waterlogging,Medium,3930,194631,88790,Pothole Repair,RoadCare,3.7,Sunny
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,90,Good,1,1,Low,1,Waterlogging,Low,7278,480340,265253,Pothole Repair,RoadCare,2.7,Rainy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,49,Average,3,4,Low,18,Cracks,High,3944,291520,350120,Pothole Repair,Bhutan Infra,4.2,Rainy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,69,Average,9,4,High,0,Broken Divider,Medium,584,127474,172698,Pothole Repair,RoadCare,3.7,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,65,Average,6,11,Low,6,Broken Divider,Medium,5780,450994,303456,Divider Repair,Bhutan Infra,3.8,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,36,Poor,5,3,Medium,20,Cracks,High,5290,428484,219632,Resurfacing,RoadCare,2.6,Sunny
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,81,Good,13,12,Medium,4,Cracks,High,4172,74332,324288,Resurfacing,RoadCare,4.6,Cloudy
908000000,Gelephu - Trongsa Highway,primary,PNH 4,0,78,Good,14,7,Medium,15,Pothole,Medium,6503,492578,37794,Divider Repair,Bhutan Infra,2.8,Rainy
