osm_id,road_name,road_type,ref,maxspeed,road_health_score,road_condition,potholes_count,accident_count,accident_severity,complaints_count,complaint_type,traffic_density,vehicle_count,allocated_budget_usd,spent_budget_usd,maintenance_type,contractor_name,contractor_rating,weather_condition
23813074,King Street,primary,B194,50,43,Average,6,9,Medium,17,Cracks,Medium,8027,251565,222040,Divider Repair,Lanka Infra,4.9,Sunny
23813075,Kandy-Jaffna Road,trunk,A9,70,51,Average,17,10,Medium,16,Broken Divider,Medium,5780,342656,151114,Pothole Repair,RoadCare,2.9,Foggy
23813284,Parliament Drive,primary,B531,50,58,Average,5,13,High,19,Waterlogging,High,2067,289297,129928,Resurfacing,SafeHighway,2.9,Foggy
23813394,Parliament Road,primary,AB15,70,40,Poor,20,3,Low,14,Waterlogging,Low,196,386675,204433,Resurfacing,SafeHighway,2.5,Rainy
23813397,Parliament Road,primary,AB15,70,28,Poor,15,5,High,2,Cracks,High,9930,233454,191245,Resurfacing,UrbanTrack,2.7,Sunny
23813957,Dambulla - Habarana Road,trunk,AA006,70,74,Good,15,0,High,3,Cracks,High,9381,436114,315309,Pothole Repair,RoadCare,4.6,Cloudy
23813958,Kandy-Jaffna Road,trunk,A9,70,57,Average,5,4,High,18,Waterlogging,High,9261,295472,34497,Resurfacing,SafeHighway,4,Sunny
23813959,Dambulla-Bakamuna-Kalagahawela Road,primary,B615,60,67,Average,17,13,High,15,Pothole,Medium,6465,163267,16844,Pothole Repair,Lanka Infra,4.4,Rainy
23813960,Kandalama Road,primary,B561,60,46,Average,3,4,Medium,25,Cracks,Medium,1990,404555,189336,Pothole Repair,SafeHighway,2.9,Foggy
23825681,Dutugemunu Street,primary,B84,60,57,Average,20,7,High,1,Cracks,Medium,4768,76365,355578,Divider Repair,Lanka Infra,4,Rainy
23825685,H. Sri Nassanka Mawatha (Maya Avenue),trunk,A4,50,92,Good,9,15,High,23,Broken Divider,High,3542,262894,168465,Divider Repair,UrbanTrack,3.6,Rainy
23825686,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),trunk,A4,50,45,Average,0,11,High,23,Pothole,Low,3424,177955,17268,Divider Repair,Lanka Infra,3.1,Cloudy
23825712,Homagama Diyagama Road,primary,B452,50,75,Good,2,0,Medium,1,Waterlogging,High,8798,280928,15102,Resurfacing,SafeHighway,4.1,Sunny
23855289,Hirimbura Road,primary,B128,60,32,Poor,6,3,Low,6,Cracks,High,4913,488725,47929,Divider Repair,UrbanTrack,4.6,Rainy
23862002,Dambulla-Bakamuna-Kalagahawela Road,primary,B615,60,52,Average,8,6,Low,7,Waterlogging,Medium,7986,498893,273308,Pothole Repair,SafeHighway,4,Cloudy
23863356,Gannoruwa Road,primary,B365,60,79,Good,14,0,Medium,15,Waterlogging,Medium,1250,490101,376853,Resurfacing,RoadCare,3.9,Rainy
23863357,Sirimavo Bandaranaike Mawatha (Peradeniya Road),trunk,A1,60,25,Poor,8,10,High,3,Broken Divider,Medium,8233,146034,316251,Resurfacing,RoadCare,3.5,Sunny
23924485,Sir Chittampalam A. Gardiner Mawatha,trunk,A4,60,27,Poor,16,2,Low,2,Broken Divider,Low,9677,319238,148257,Divider Repair,SafeHighway,3.6,Rainy
24255931,W. A. Silva Mawatha (High Street),primary,AC32,50,56,Average,12,1,Low,23,Waterlogging,Low,7810,239285,257579,Divider Repair,SafeHighway,3.8,Sunny
24255939,Sir Chittampalam A. Gardiner Mawatha,trunk,A4,60,61,Average,17,8,Medium,23,Waterlogging,Low,5542,212811,322185,Resurfacing,UrbanTrack,2.8,Foggy
24255940,Sir Chittampalam A. Gardiner Mawatha,trunk,A4,60,77,Good,17,3,Medium,2,Waterlogging,High,7191,173471,243791,Pothole Repair,RoadCare,4.9,Cloudy
24255941,Sir Chittampalam A. Gardiner Mawatha,trunk,A4,60,57,Average,15,15,Medium,17,Cracks,High,7040,321855,16668,Divider Repair,UrbanTrack,4.8,Sunny
24255942,Sir Chittampalam A. Gardiner Mawatha,trunk,A4,60,46,Average,14,13,Medium,24,Waterlogging,Low,9470,360864,85452,Divider Repair,Lanka Infra,4,Rainy
24256077,P. de S. Kularatne Mawatha,primary,AC19,60,22,Poor,0,5,Medium,0,Broken Divider,High,4239,328543,132796,Pothole Repair,UrbanTrack,2.8,Foggy
24296642,Prof. E. O. E. Pereira Mawatha,primary,AB37,70,75,Good,0,15,Medium,15,Broken Divider,High,6596,144788,353877,Pothole Repair,RoadCare,4,Foggy
24296643,Kandy Road,trunk,A5,60,76,Good,13,5,Low,24,Cracks,Low,9247,328835,187988,Resurfacing,Lanka Infra,4.6,Rainy
24296644,Prof. E. O. E. Pereira Mawatha,primary,AB37,70,36,Poor,10,15,Low,14,Cracks,High,3524,424494,344017,Divider Repair,UrbanTrack,4.2,Sunny
24296645,Prof. E. O. E. Pereira Mawatha,primary,AB37,70,59,Average,0,15,Low,14,Broken Divider,Low,752,306332,302260,Resurfacing,Lanka Infra,4.8,Sunny
24296648,Adahanamaluwa Road,primary,B70,50,23,Poor,12,14,Low,15,Broken Divider,Low,5271,468828,94048,Divider Repair,UrbanTrack,3.2,Rainy
24355838,Nalanda Oya Bridge,trunk,A9,70,26,Poor,18,1,Medium,3,Pothole,High,1537,287464,337534,Resurfacing,Lanka Infra,4.6,Sunny
24355839,Kandy-Jaffna Road,trunk,A9,70,60,Average,16,7,Low,24,Cracks,Low,7750,252044,50757,Resurfacing,RoadCare,3.9,Sunny
24381583,Sirimavo Bandaranaike Mawatha (Peradeniya Road),trunk,A1,60,77,Good,3,8,High,18,Cracks,Medium,7598,386029,149436,Pothole Repair,UrbanTrack,4.4,Cloudy
24462384,Havelock Road,primary,B84,60,82,Good,14,0,Medium,3,Waterlogging,Medium,7467,259812,291146,Resurfacing,SafeHighway,2.5,Rainy
24503404,Weligama-Welipitiya Road,primary,B465,60,49,Average,14,14,Medium,22,Waterlogging,Low,4448,392080,236141,Divider Repair,SafeHighway,4.9,Cloudy
24503410,Akuressa Road,primary,B466,50,26,Poor,15,6,Medium,15,Pothole,High,1382,389247,55763,Divider Repair,Lanka Infra,4.8,Sunny
24503878,Matara Road,trunk,A2,60,49,Average,19,2,Low,10,Pothole,Low,6042,366063,130391,Pothole Repair,Lanka Infra,3.5,Cloudy
24548063,Jinadasa Niyathapala Mawatha (Nawala Road),primary,B307,50,58,Average,20,0,Low,21,Cracks,High,2442,428238,117003,Resurfacing,Lanka Infra,4.7,Rainy
24563846,Dr. N. M. Perera Mawatha (Cotta Road),primary,AC4,60,65,Average,20,14,High,14,Waterlogging,High,4717,380014,392252,Resurfacing,RoadCare,4,Foggy
24760216,Bauddhaloka Mawatha,primary,AC2,60,43,Average,15,10,Low,9,Cracks,Low,1451,235511,10893,Pothole Repair,Lanka Infra,4.2,Cloudy
24773533,Alexandra Roundabout,trunk,A0,60,37,Poor,1,6,Low,4,Broken Divider,Low,8854,225867,138649,Divider Repair,SafeHighway,4.3,Sunny
24775231,Horton Place,trunk,A0,60,83,Good,3,5,Medium,14,Broken Divider,Medium,1893,259375,82106,Pothole Repair,UrbanTrack,3.1,Foggy
24790513,Pamankada Road,primary,AC21,40,51,Average,6,13,Medium,3,Pothole,Low,762,213333,130832,Divider Repair,Lanka Infra,4.8,Rainy
24790881,Lotus Road,primary,AC15,30,41,Average,4,6,Low,9,Cracks,High,4074,415621,321869,Resurfacing,Lanka Infra,4.5,Cloudy
24791498,Pamankada Road,primary,AC21,40,52,Average,5,6,High,2,Waterlogging,Low,3047,194165,375596,Pothole Repair,SafeHighway,4.6,Rainy
24791500,P. de S. Kularatne Mawatha,primary,AC19,60,80,Good,13,15,High,20,Broken Divider,Low,6749,287583,279486,Pothole Repair,SafeHighway,4.7,Rainy
24791907,Galle Road,trunk,A2,60,34,Poor,8,1,Medium,9,Waterlogging,Low,2851,211589,200155,Resurfacing,UrbanTrack,4.7,Sunny
24791916,Galle Road,trunk,A2,60,57,Average,9,5,Low,7,Cracks,High,4919,466591,186520,Resurfacing,RoadCare,4.8,Foggy
24791921,Galle Road,trunk,A2,60,53,Average,20,9,High,19,Broken Divider,Low,9390,386380,200397,Divider Repair,RoadCare,4.2,Sunny
24793835,Sir Ernest de Silva Mawatha,trunk,A4,60,83,Good,15,15,Medium,10,Pothole,Medium,5078,330382,237442,Resurfacing,Lanka Infra,4.9,Cloudy
25293163,Talawatugoda Road,primary,B368,50,57,Average,1,3,Low,23,Waterlogging,Low,4073,90990,92386,Pothole Repair,RoadCare,3.4,Rainy
25293612,Rathmalana-Mirihana Road,primary,B389,50,85,Good,14,13,Low,18,Pothole,Medium,7992,379486,57512,Divider Repair,SafeHighway,3.1,Sunny
25299059,Subhadrarama Road,primary,B389,50,48,Average,4,11,Low,3,Cracks,Medium,7256,342544,30631,Pothole Repair,Lanka Infra,3.7,Rainy
26699190,Negombo Road,trunk,A3,60,48,Average,12,9,Medium,16,Waterlogging,Low,9181,419832,131327,Resurfacing,RoadCare,4.2,Sunny
28119293,Kudawella Road,primary,B566,40,61,Average,8,3,High,24,Pothole,High,9995,488594,181440,Divider Repair,SafeHighway,4.3,Sunny
28119295,Tangalle-Kurundupokuna Road,primary,B628,60,86,Good,13,4,Medium,23,Pothole,Medium,3578,62018,310834,Pothole Repair,Lanka Infra,4.3,Cloudy
28119406,Colombo-Puttalam Road,trunk,A3,70,51,Average,12,4,Low,25,Cracks,Low,2916,228403,163201,Pothole Repair,RoadCare,3.2,Rainy
28136835,High Level Road,trunk,A4,60,37,Poor,14,3,High,7,Cracks,Low,9624,72085,155891,Pothole Repair,RoadCare,2.8,Sunny
28307581,Matara-Hakmana Road,primary,B275,40,30,Poor,1,9,Low,16,Waterlogging,Medium,4613,139896,348185,Pothole Repair,SafeHighway,3.3,Cloudy
28309350,Colombo-Ratnapura Road,trunk,A4,72,82,Good,12,7,Low,7,Broken Divider,High,795,361179,158951,Pothole Repair,Lanka Infra,3,Foggy
28309352,Pelmadulla-Embilipitiya Road,trunk,A18,60,84,Good,7,6,Medium,8,Pothole,High,8466,69267,86887,Pothole Repair,UrbanTrack,2.8,Rainy
28329869,Galle Road,trunk,A2,60,73,Good,2,9,High,23,Cracks,Medium,302,199682,266485,Divider Repair,Lanka Infra,2.6,Sunny
28331424,Galle Road,trunk,A2,70,87,Good,17,0,High,21,Pothole,Low,2704,452089,384608,Pothole Repair,UrbanTrack,3.3,Sunny
28483674,Sirimavo Bandaranaike Mawatha (Prince of Wales Avenue),primary,AC24,60,93,Good,20,1,High,22,Waterlogging,Low,2388,227179,220369,Pothole Repair,UrbanTrack,3.6,Foggy
28483729,St. Joseph's Street,primary,B407,50,88,Good,20,12,Medium,5,Broken Divider,High,3774,418930,307416,Pothole Repair,Lanka Infra,4.8,Foggy
28516324,Rajapaksa Broadway,primary,B27-21,40,91,Good,4,8,Low,1,Broken Divider,High,9127,123871,194138,Pothole Repair,RoadCare,4.2,Foggy
28516325,Chilaw Road,primary,B78,50,71,Good,10,12,Low,7,Pothole,High,9917,459378,134561,Pothole Repair,Lanka Infra,4.4,Cloudy
28530643,Poruthota Road,primary,B241,40,54,Average,6,10,High,15,Broken Divider,Low,1651,480797,374470,Resurfacing,UrbanTrack,4.5,Cloudy
28531127,St. Nicholas Road,primary,B425,40,94,Good,20,6,Low,21,Waterlogging,Low,4869,298961,333469,Divider Repair,RoadCare,4.7,Foggy
28531349,Poruthota Road,primary,B241,40,24,Poor,13,12,High,23,Pothole,High,6821,87863,174453,Resurfacing,Lanka Infra,3.7,Foggy
29010346,Kawdana Road,primary,B547,50,20,Poor,16,2,Low,13,Broken Divider,Low,5093,412381,12110,Resurfacing,Lanka Infra,4.6,Rainy
29476174,High Level Road,trunk,A4,60,66,Average,13,12,Low,16,Cracks,Medium,7649,51483,268361,Divider Repair,UrbanTrack,3,Rainy
29476202,Horana-Anguruwatota Road,primary,B157,50,79,Good,3,1,Low,5,Pothole,Low,9852,129192,387070,Resurfacing,SafeHighway,3.9,Sunny
29476718,Waskaduwa-Bandaragama Road,primary,B458,70,47,Average,7,1,Low,7,Pothole,High,735,281134,215708,Pothole Repair,UrbanTrack,2.5,Foggy
29476719,Waskaduwa-Bandaragama Road,primary,B458,70,77,Good,20,3,Low,13,Waterlogging,Medium,1687,173803,397438,Divider Repair,SafeHighway,4.8,Rainy
29477444,H. Sri Nassanka Mawatha (Maya Avenue),trunk,A4,50,58,Average,5,12,Low,15,Broken Divider,High,7899,382975,151620,Pothole Repair,Lanka Infra,4.9,Foggy
29477613,Godagama-Padukka Road,primary,B240,50,74,Good,6,9,High,3,Pothole,Low,6197,498493,277130,Divider Repair,SafeHighway,3.2,Foggy
29477623,Malabe - Godagama Road,primary,B240,60,88,Good,3,10,High,15,Waterlogging,High,1825,483108,375207,Divider Repair,SafeHighway,3.7,Rainy
29478075,Malabe - Athurugiriya Road,primary,B240,60,50,Average,5,3,Low,2,Waterlogging,Medium,5198,386709,169867,Resurfacing,UrbanTrack,3.9,Sunny
29478223,Station Road,primary,B452,50,82,Good,4,15,Medium,1,Waterlogging,High,7215,121415,110338,Resurfacing,UrbanTrack,4.6,Sunny
29478248,Homagama Athurugiriya road,primary,B452,50,79,Good,11,15,Medium,10,Broken Divider,High,1415,351036,115354,Pothole Repair,UrbanTrack,3.7,Foggy
29480030,Gampaha-Yakkala Road,trunk,A33,50,82,Good,0,11,High,19,Broken Divider,High,4452,410210,55790,Pothole Repair,RoadCare,4.2,Cloudy
29480084,New Kandy Road,primary,B214,60,66,Average,14,5,High,22,Broken Divider,High,1305,366110,197420,Pothole Repair,Lanka Infra,3.7,Cloudy
29480676,Wattala-Mahara Road,primary,B460,70,51,Average,3,11,Low,6,Cracks,Low,6215,458568,108395,Pothole Repair,UrbanTrack,4.7,Foggy
29480722,Colombo-Kandy Road,trunk,A1,60,40,Poor,15,5,Medium,25,Pothole,High,7164,331357,42585,Resurfacing,Lanka Infra,3.2,Sunny
29481239,Kiribathgoda-Makola-Sapugaskanda Road,primary,B221,50,48,Average,9,2,Low,11,Pothole,Low,151,160247,55746,Resurfacing,RoadCare,4.8,Foggy
29481255,Kiribathgoda-Makola-Sapugaskanda Road,primary,B221,50,25,Poor,19,4,High,18,Pothole,Low,1509,189454,95091,Resurfacing,RoadCare,3.2,Rainy
29481710,Colombo-Kandy Road,trunk,A1,60,90,Good,20,4,Medium,8,Cracks,High,4750,86894,17313,Divider Repair,Lanka Infra,3.5,Rainy
29481937,New Kelani Bridge Road,trunk,A1,60,78,Good,20,13,Low,11,Pothole,Low,7635,484573,189546,Resurfacing,SafeHighway,2.7,Rainy
29482053,Colombo-Kandy Road,trunk,A1,60,25,Poor,8,13,Medium,20,Waterlogging,Low,6777,215735,336555,Resurfacing,SafeHighway,2.8,Foggy
29482229,Biyagama Road,primary,B214,0,91,Good,17,3,Medium,17,Waterlogging,High,349,128800,94048,Pothole Repair,UrbanTrack,4.8,Rainy
29482756,Canal Road (New Negombo Road),primary,B152,50,20,Poor,3,4,High,17,Broken Divider,Medium,3155,388459,127330,Resurfacing,UrbanTrack,3.5,Foggy
29482903,Sirimavo Bandaranaike Mawatha (Prince of Wales Avenue),primary,AC24,60,85,Good,19,9,Medium,22,Waterlogging,Medium,4131,494753,158882,Resurfacing,UrbanTrack,4.4,Foggy
29483074,Sirimavo Bandaranaike Mawatha (Prince of Wales Avenue),primary,AC24,60,95,Good,9,6,High,4,Broken Divider,High,8652,236874,376925,Resurfacing,RoadCare,3.6,Rainy
29483284,Negombo Road,trunk,A3,60,37,Poor,11,11,Medium,4,Cracks,High,8247,426418,127105,Divider Repair,Lanka Infra,4.5,Sunny
29483316,Colombo-Kandy Road,trunk,A1,60,67,Average,9,10,High,2,Pothole,Low,381,479018,290724,Pothole Repair,UrbanTrack,5,Sunny
29483327,Kandy Road,trunk,A3,60,56,Average,17,12,Medium,17,Cracks,High,3293,168595,335758,Divider Repair,SafeHighway,4.8,Sunny
29483329,Colombo-Kandy Road,trunk,A1,60,73,Good,18,9,High,10,Pothole,High,6407,466028,320035,Divider Repair,RoadCare,3.1,Foggy
30465744,Yatiyantota Road,trunk,A7,60,67,Average,6,3,High,25,Cracks,High,7484,276887,138915,Resurfacing,Lanka Infra,4.4,Sunny
30465759,Nanu Oya Road,trunk,A7,70,44,Average,6,9,Medium,0,Waterlogging,High,8448,335131,388603,Pothole Repair,SafeHighway,3.9,Foggy
30465760,Nanu Oya Road,trunk,A7,70,71,Good,19,4,Low,12,Cracks,High,5850,424836,144538,Resurfacing,SafeHighway,4,Rainy
30465764,Blackpool-Ambewela Road,primary,B512,60,57,Average,1,7,Medium,0,Waterlogging,High,2785,264688,372391,Resurfacing,RoadCare,2.6,Sunny
30465765,Rendapola - Ambewela Road,secondary,B507,50,67,Average,14,4,Medium,6,Waterlogging,High,6458,259645,381089,Pothole Repair,RoadCare,2.6,Sunny
30466341,Yatiyantota Road,trunk,A7,60,85,Good,18,4,Medium,17,Pothole,Low,1403,315739,210426,Resurfacing,SafeHighway,4.4,Rainy
30466342,Gurugalla Bridge,primary,B408,60,54,Average,4,14,Medium,12,Cracks,High,9828,71308,21340,Resurfacing,RoadCare,4.8,Rainy
30466343,Talduwa-Meewitigammana Road,primary,B408,60,93,Good,17,7,Low,9,Broken Divider,Low,7263,222334,171207,Pothole Repair,Lanka Infra,4.2,Rainy
33215237,Beliatte-Kirinda Road,primary,B630,60,54,Average,18,2,Medium,24,Waterlogging,High,5850,222306,332987,Divider Repair,SafeHighway,4.1,Cloudy
34695099,Avissawella Road,primary,B435,60,82,Good,1,7,High,18,Waterlogging,Medium,4046,496271,151330,Pothole Repair,UrbanTrack,4.5,Foggy
34697219,Biyagama Road,primary,B214,0,22,Poor,10,1,Low,24,Cracks,Medium,2172,393741,264839,Divider Repair,SafeHighway,3.4,Rainy
34697220,Waragoda Road,primary,B215,40,44,Average,13,10,Medium,18,Cracks,High,8279,330786,224538,Resurfacing,RoadCare,4.8,Rainy
34697221,Biyagama Road,primary,B214,50,58,Average,11,2,Low,15,Cracks,Medium,5096,157734,228884,Pothole Repair,SafeHighway,3.2,Rainy
34697226,Kiribathgoda-Makola-Sapugaskanda Road,primary,B221,50,54,Average,12,10,Low,8,Pothole,High,168,399007,67569,Pothole Repair,UrbanTrack,3.9,Cloudy
34698602,Ambatale Road,primary,AB10,60,30,Poor,2,2,Low,22,Pothole,Medium,5151,68190,108031,Pothole Repair,SafeHighway,2.6,Rainy
34698606,Welikada-Kohilawatte Road,primary,B469,50,76,Good,2,14,Medium,18,Pothole,High,5303,431843,198400,Divider Repair,Lanka Infra,4.6,Cloudy
34698613,Mandawila Road,primary,B231,50,50,Average,14,5,Low,16,Waterlogging,Medium,5770,256651,268438,Resurfacing,UrbanTrack,3.8,Sunny
34698616,Weerasingha Mallimarachchi Mawatha (Kolonnawa Road),primary,B96,50,92,Good,9,9,High,5,Waterlogging,Medium,1979,330784,58678,Divider Repair,RoadCare,4.9,Foggy
34698617,Sri Dharmarama Road (Albion Road),primary,AC27,50,33,Poor,5,2,High,23,Pothole,Low,6346,181470,390716,Divider Repair,Lanka Infra,4.5,Sunny
34698620,Parakumba Mawatha,primary,B232,50,83,Good,18,12,Medium,15,Waterlogging,High,8401,134010,231084,Divider Repair,SafeHighway,4.7,Rainy
34698624,Gajaba Road,primary,B232,50,39,Poor,12,13,Medium,6,Waterlogging,High,1252,403955,334722,Pothole Repair,RoadCare,4.8,Sunny
34698626,Nawala Road,primary,B470,50,66,Average,10,11,Low,15,Cracks,Medium,1785,79261,268157,Pothole Repair,RoadCare,3,Sunny
34698627,Nawala Road,primary,B470,50,24,Poor,4,7,Medium,23,Pothole,High,8368,141132,374352,Resurfacing,SafeHighway,2.9,Rainy
34698631,Nawala Road,primary,B470,50,25,Poor,12,9,Low,8,Waterlogging,Medium,8888,410733,55873,Resurfacing,UrbanTrack,3.7,Foggy
34698638,Buthgamuwa Road,primary,B469,50,53,Average,8,13,Low,10,Pothole,Low,4128,252616,220472,Pothole Repair,RoadCare,2.6,Sunny
34699270,Negombo-Giriulla Road,primary,B322,50,28,Poor,13,6,Medium,24,Cracks,Low,9226,197980,282359,Resurfacing,UrbanTrack,4.7,Cloudy
34699271,Negombo-Giriulla Road,primary,B322,50,77,Good,8,0,High,5,Broken Divider,High,4177,477368,339509,Resurfacing,SafeHighway,3.4,Rainy
34700452,Hendala Road,primary,B151,50,20,Poor,20,4,High,20,Waterlogging,Low,8077,284927,141239,Divider Repair,Lanka Infra,2.7,Rainy
34700453,Hekitta Road,primary,B459,50,78,Good,19,5,High,9,Cracks,High,6454,327908,163871,Pothole Repair,SafeHighway,4.6,Foggy
34700454,Canal Road (New Negombo Road),primary,B152,50,52,Average,8,11,High,15,Broken Divider,Low,8835,320443,158766,Resurfacing,RoadCare,2.5,Foggy
34700457,Pamunugama Road (New Negombo Road),primary,B596,40,24,Poor,15,9,High,3,Pothole,Medium,3064,340233,273897,Divider Repair,Lanka Infra,4,Cloudy
37927553,Narthupana-Warakagoda Road,primary,B310,50,53,Average,9,8,Medium,9,Cracks,Low,471,293859,117578,Pothole Repair,Lanka Infra,3.5,Cloudy
37927614,Katukurunda-Neboda Road,primary,B207,60,20,Poor,0,11,High,20,Cracks,High,5204,377598,277298,Divider Repair,Lanka Infra,4.9,Cloudy
44075888,Riverside Road,primary,B191,60,27,Poor,9,7,High,13,Pothole,Low,7825,420148,12788,Pothole Repair,SafeHighway,2.7,Cloudy
44630114,Madatugama-Pubbogama-Andiyagala Road,secondary,B556,50,39,Poor,5,0,Medium,6,Cracks,Medium,9769,202861,43840,Resurfacing,Lanka Infra,3.8,Foggy
44631334,New Kandy Road,trunk,A13,60,25,Poor,13,6,Medium,5,Pothole,Low,3324,344645,32717,Pothole Repair,UrbanTrack,4.3,Foggy
44631343,Maithripala Senanayake Mawatha (Main Street),trunk,A12,60,48,Average,3,11,High,4,Pothole,Low,4883,341666,394759,Pothole Repair,UrbanTrack,3.6,Cloudy
44631344,D. S. Senanayake Mawatha,primary,AB2-2,50,79,Good,12,8,Medium,7,Pothole,Low,3826,62723,121828,Divider Repair,Lanka Infra,3.6,Rainy
44631877,Anagarika Dharmapala Mawatha,primary,AB2-1,50,52,Average,16,15,High,21,Pothole,Medium,7060,381662,179672,Resurfacing,SafeHighway,4.9,Sunny
44631878,Maithripala Senanayake Mawatha (Main Street),trunk,A12,60,78,Good,0,13,Low,24,Pothole,Medium,9881,167930,30741,Resurfacing,UrbanTrack,2.9,Sunny
44631879,Kandy-Jaffna Road,trunk,A9,70,84,Good,12,11,Low,9,Broken Divider,Low,6549,425462,286752,Pothole Repair,Lanka Infra,3.9,Sunny
44631882,Malwatu Oya Left Bank Road,secondary,B397-13,40,46,Average,12,0,Medium,10,Pothole,High,1472,460271,184036,Resurfacing,SafeHighway,2.9,Foggy
44677665,Nanadana Mawatha,secondary,B397-6,40,72,Good,0,6,Low,9,Waterlogging,Low,8308,401216,99225,Resurfacing,SafeHighway,4.3,Sunny
44677668,Sri Maha Bodhi Mawatha,primary,AB25,40,39,Poor,6,7,Medium,5,Waterlogging,Low,8013,445022,94615,Divider Repair,RoadCare,3.2,Foggy
44677670,Dakanu Dagoba Mawatha,primary,B397-9,50,24,Poor,17,10,Medium,22,Pothole,Medium,7503,79745,69608,Resurfacing,Lanka Infra,2.9,Rainy
44677671,Mihindu Mawatha,primary,B638,40,73,Good,3,2,Medium,6,Waterlogging,Medium,2143,316509,173740,Divider Repair,UrbanTrack,4.2,Foggy
44677679,Anuradhapura - Padeniya Road,trunk,AA028,40,52,Average,9,8,High,25,Waterlogging,High,3525,459401,56908,Resurfacing,UrbanTrack,3.4,Foggy
44677691,Old Puttalam Road,primary,B234,50,91,Good,10,6,Medium,13,Pothole,Low,7611,141896,89229,Pothole Repair,RoadCare,4.1,Sunny
44677693,Sangamitta Mawatha,secondary,B397-14,40,71,Good,8,6,High,21,Pothole,Low,5566,67249,114184,Resurfacing,UrbanTrack,4.6,Sunny
44677694,Nanadana Mawatha,secondary,B397-6,40,68,Average,13,1,Medium,20,Pothole,Low,1078,117578,213215,Divider Repair,SafeHighway,3,Cloudy
44677699,Sri Maha Bodhi Mawatha (Market Street),primary,AB2-7,60,74,Good,18,1,Medium,12,Pothole,Medium,7066,110703,151729,Pothole Repair,RoadCare,2.7,Sunny
44677700,Halpanu Ela Left Bank Road,secondary,B515,40,57,Average,6,10,High,23,Waterlogging,Medium,2633,474903,354603,Pothole Repair,SafeHighway,2.7,Rainy
44678407,Maradankadawala-Habarana Road,trunk,A11,60,72,Good,18,6,High,0,Broken Divider,Medium,8803,353831,372350,Resurfacing,SafeHighway,3.7,Rainy
44678419,Kandy Road,trunk,AB23,60,30,Poor,3,14,Medium,12,Cracks,Medium,1825,63380,239936,Pothole Repair,Lanka Infra,3.2,Cloudy
46830985,Keppetipola-Boralanda-Haputale Road,secondary,B353,50,73,Good,20,5,Medium,18,Waterlogging,High,5174,343271,223266,Pothole Repair,UrbanTrack,3.3,Sunny
46830986,Beragala - Hali Ela Road,trunk,AA016,70,57,Average,6,2,Low,18,Waterlogging,Low,5833,97899,282412,Resurfacing,UrbanTrack,4.9,Cloudy
46830988,Haputale-Dambetenna Road,tertiary,B147,50,36,Poor,9,0,High,18,Waterlogging,Low,554,116821,271055,Divider Repair,RoadCare,3.4,Cloudy
46897996,Kawdana Road,primary,B547,50,94,Good,5,5,High,11,Waterlogging,High,6905,344360,236879,Pothole Repair,UrbanTrack,4.7,Foggy
46968039,Borupana Road,primary,B388,40,84,Good,0,15,Low,8,Waterlogging,Medium,3249,104142,89039,Divider Repair,RoadCare,3.7,Rainy
47322396,Katugastota-Kurunegala-Puttalam Road,trunk,A10,60,87,Good,1,7,High,0,Broken Divider,High,4000,467567,194909,Pothole Repair,SafeHighway,3.2,Foggy
47325736,Outer Circular Road (Wata Wandana Road),secondary,B341,30,75,Good,3,15,Low,23,Waterlogging,Low,7810,282898,122345,Resurfacing,Lanka Infra,4.7,Sunny
47325739,Anuradhapura Road,trunk,A9,60,85,Good,16,10,Medium,12,Waterlogging,Low,6497,116646,131883,Pothole Repair,UrbanTrack,3.4,Sunny
47359454,Ambewela-Pattipola Road,primary,B512,60,47,Average,4,11,Low,2,Pothole,Medium,5822,355669,63451,Divider Repair,RoadCare,4.2,Foggy
47387375,Ratunapura-Wellawaya Road,trunk,A4,72,91,Good,5,11,Low,18,Cracks,Low,9402,321501,326679,Resurfacing,Lanka Infra,3.1,Rainy
47387384,Tissa Road,trunk,Old A2,70,90,Good,17,15,High,3,Waterlogging,High,3719,458192,184058,Divider Repair,SafeHighway,2.9,Foggy
48053815,Belliatte-Weeraketiya Road,primary,B627,60,24,Poor,20,1,High,13,Waterlogging,High,5298,242765,125388,Pothole Repair,SafeHighway,5,Foggy
48054622,Pelmadulla-Embilipitiya Road,trunk,A18,72,75,Good,20,4,Medium,19,Broken Divider,Medium,337,124697,388759,Resurfacing,UrbanTrack,3.1,Cloudy
48054627,Pelmadulla-Embilipitiya Road,trunk,A18,72,50,Average,0,0,High,14,Cracks,Low,2634,337016,345450,Resurfacing,SafeHighway,3.3,Sunny
48055158,Embilipitiya-Nonagama Road,trunk,A18,72,48,Average,4,12,High,0,Waterlogging,Medium,9093,440706,361402,Pothole Repair,UrbanTrack,4.6,Cloudy
48055340,Mirijjawila-Sooriyawewa Road,primary,B562,60,75,Good,15,10,High,22,Waterlogging,Low,1061,361576,270082,Pothole Repair,SafeHighway,3.5,Foggy
48055456,Hambantota-Wellawaya Road,trunk,A2,70,67,Average,7,7,Low,4,Pothole,Low,8109,302050,331039,Pothole Repair,Lanka Infra,2.7,Sunny
48055457,Hambantota-Wellawaya Road,trunk,A2,70,38,Poor,9,3,Low,10,Cracks,Medium,462,487506,91843,Pothole Repair,RoadCare,4.5,Foggy
